# Zu löschende Zutaten (Vorschlag der AI)
# Lösche Zeilen für Zutaten, die du BEHALTEN willst
# Format: pk|name|description

5143|High-Protein-Joghurt Erdbeere|Ehrmann High Protein Joghurt Erdbeere 200g - High Protein Joghurt - High Protein Erdbeere Joghurt - FRUCHTJOGHURT EINWEG
5148|New York Cheesecake (Dessert)|REWE Feine Welt New York Cheesecake 80g - REWE Feine Welt - Cheesecake New York Style - DESSERTS (MOUSSE/CREME/TIRAMISU)
5150|Cheesecake Spekulatius (Dessert)|REWE Feine Welt Cheesecake Spekulatius 85g - REWE Feine Welt - Cheesecake Spekulatius - DESSERTS (MOUSSE/CREME/TIRAMISU)
1963|Spaghetti Bolognese (Dose)|Maggi Spaghetti Bolognese 800g - MAGGI - Spaghetti Bolognese - Nudel-u.Fertiggerichte nass Dose
5159|Fruchtquark Kokos|Exquisa Quark Genuss Kokos 500g - Exquisa - Quarkgenuss - Kokos - FRUCHTQUARK
5165|Tortiglioni (Nudeln)|TORTIGLIONI NO. 83 - BARILLA - barilla - ITALIENISCHE TEIGWAREN
2067|Lachsfilet Tomate-Mozzarella|Larsen Wildlachsfilets Tomate-Mozzarella 200g - LARSEN - Lachsfilet Tomate Mozzarella - HERINGS- U. MAKRELENFILETS
2145|Käsescheiben Bärlauch|Leerdammer Scheiben Bärlauch 140g - LEERDAMMER - Leerdammer Bärlauch - NATURKAESE SCHEIBEN - SB -
5177|Grillkäse pikant|Patros Ofen Genuss Pikant 150g - Patros - Ofen Genuss Pikant - KÄSE FÜR WARME VERWENDUNG
5182|Reibekäse Gratin- und Pizzakäse|ja! Geriebener Gratin- und Pizzakäse 200g - ja! - Gratin- u. Pizzakäse, gerieben (ja!) - REIBEKÄSE
5192|Käse leicht 17% Scheiben|Hochland Grünländer Leicht 17% 140g - Grünländer leichtt, 17% Fett absolut - Leicht Käse - PRE PACK SCHNITTKAESE BED
5199|Spiralnudeln|Bernbacher Die Guten Spiralen 500g - BERNBACHER - Spirale Nudeln - DEUTSCHE TEIGWAREN UEBER 250 G
3407|Fruchtjoghurt Pfirsich-Maracuja|Landliebe Joghurt Pfirsich-Maracuja 500g - LANDLIEBE - Pfirsich und Maracuja - FRUCHTJOGHURT MEHRWEG
3572|Knoblauchbrot vegan (TK)|Meggle Knoblauchbrot vegan XXL 250g - MEGGLE - Knoblauchbrot XXL - PIZZEN/BAGUETTES  SB
4075|Coleslaw BBQ|Kühlmann BBQ Coleslaw 600g - Kühlmann BBQ-Salad - Krautsalat BBQ Salad - FERTIGSALATE (+DESSERT) - SB -
4319|Schokoladenkugeln Alpenmilch|Milka Feine Kugeln Alpenmilch 90g - MILKA - Milka Feine Kugeln Alpenmilch - WEIHNACHTSKUGELN
4623|Fruchtkekse Banane|Leibniz Fruits Kekse Banane 100g - Leibniz - Leibniz Fruits Banane - BUTTERKEKS-/KEKS
5368|Chips Wasabi|Lorenz Crunchips Wow Cream & Mild Wasabi 110g - Crunchips - Crunchips Cream and Mild Wasabi - CHIPS UND STICKS
5387|Dunkle Milchschokolade Mandel|Milka Dark Milk Mandel 85g - MILKA - Darkmilk - SCHOKOLADE BIS 100 G
5407|Kaubonbons Apfel sauer|M. HITSCHIES APFEL SA. - HITSCHLER -  - Kaubonbons
5444|Kokosjoghurt natur vegan Bio|REWE Bio + vegan Kokos Natur 400g - REWE Bio vegan - Rewe Bio Kokos Natur Joghurt - MILCHALTERN.FRISCHE
5446|Dunkle Schokolade Nuss|Schogetten Let's go nuts in dark 100g - Schogetten - Let's go Nuts in Dark - SCHOKOLADE BIS 100 G
5770|Fix Tagliatelle mit Lachs|Maggi Herz K. Tagliatelle mit Lachs 65g - MAGGI - Tagliatelle mit lachs - FIXE PASTÖS/NASS
5771|Fix Geschnetzeltes Züricher Art|Maggi Fix Geschnetzeltes Züricher Art 52g - MAGGI - Geschnetzeltes  Züricher Art - FIXE PULVER / TROCKEN
5747|Fix Spaghetti Carbonara|Maggi Fix Spaghetti Carbonara 34g - MAGGI - Spaghetti alla Carbonara - FIXE PULVER / TROCKEN
6038|Mascarpone-Joghurt Zitrone|MASCARP.JOGH.ZITRONE - WEIHENSTEPHAN - Mascarpone Joghurt auf Zitrone - FRUCHTJOGHURT EINWEG
6256|Sahnepudding Vanille mit Schokosoße|Landliebe Sahnepudding Vanille mit Schokoladensoße 150g - LANDLIEBE - Sahnepudding mit Schokoladensoße - PUDDING/MILCHREIS
6522|Fix Nudel-Schinken-Gratin|Maggi Fix Nudel Schinken Gratin 33g - MAGGI - Nudel-Schinken-Gratin - Fixe Pulver / trocken
1342|Mini-Pizza BBQ Chicken (TK)|Original Wagner Steinofen Piccolinis BBQ Chicken Style vegan 270g, 9 Stück - WAGNER - BBQ chicken style piccolinis - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1354|Mini-Pizza Brezel (TK)|Original Wagner Piccolinis Brezel Rustikal 243g - WAGNER - Piccolinis Brezel - Rustikal - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
5608|Schokoriegel Strawberry Cheesecake|Lind Sweet You Strawberry Cheescake - LINDT -  - SCHOKORIEGEL, EINZEL
5632|Suppen-Bandnudeln|Birkel Suppen-Bändchen 500g - Birkel -  - DEUTSCHE TEIGWAREN UEBER 250 G
5767|Fruchtgummi Squiggle Twist|Trolli Gummibonbon Squiggle Twist 175g - Trolli - Troll squiggle twist - FRUCHTGUMMI
3057|Maccaroni mit Käsesauce (Fertiggericht)|Miracoli Maccaroni Käse 294g - MIRACOLI - Miracoli Käse - FERTIGGERICHTE TROCKEN TEIGWAR
675|Dinkelcracker Tomate-Basilikum|Pjur Cracker Tomate Basilik 152g - PjUR - Dinkel cracker - KNÄCKEBROT
3729|Gnocchi gefüllt Aioli-Mozzarella|Pfannen Gnocchi Ai.Moz - RANA - Pfannen-Gnocchi gefüllt Aioli & Mozzarella - KARTOFFELSPEZIALITÄT GEKÜHLT-SB
3732|Sahne-Heringsfilet Gurke-Apfel|Nadler Sahne-Heringsfilets mit Gurke & Apfel - NADLER - Sahne Heringsfilet - HERINGE/-FILETS/MATJES - SB -
3779|Mehrkornbrot mit Saaten|Pema Voll & Pur Mehrkornbrot 375g - PEMA - Brot Mehrkorn mit 25 % Saaten 'Voll & Pur' - Körnerbrot geschniten SB
3932|Lupinenjoghurt natur|Prolupin Lupinen Joghurtalternative Natur 500g - MADE WITH LUVE - Lupinen yoghurt natur - MILCHALTERN.FRISCHE
3923|Stückige Tomaten|Oro di Parma Stückige Tomaten 400g - Oro di Parma - Tomaten - Stückig - SCHAEL U. PIZZATOMATEN
5924|High-Protein-Pudding Haselnuss|Ehrmann High Protein Pudding Haselnuss 200g - High Protein Pudding - High Protein Hazelnut Pudding - PUDDING/MILCHREIS
5925|Pudding Vanille-Himbeere|GRAND DESSERT VA.HIMB. - EHRMANN - Grand Dessert Vanille mit Himbeersahne - Pudding/Milchreis
5934|Puddingpulver Sahne|Dr. Oetker Original Pudding Sahne 3x37g - Dr. Oetker - Puddingpulver Sahnegeschmack - PUDDING- / DESSERTPULVER
4079|Stapelchips Sweet Paprika|Pringles Sweet Paprika Chips 185g - Pringles - Pringles Sweet Paprika - STAPELCHIPS
4098|Nudelsalat Thunfisch|Pastasalat Thunfisch - Ja! - Nudelsalat Penne Thunfisch - Sofortv. Feinkostsalat Con.gek.
4112|Frischkäse Gorgonzola|Miree Frischkäse mit mildem Gorgonzola 150g - miree - Miree Gorgonzola - FRISCHKAESE - SB -
6336|Sardinen in Öl ohne Haut und Gräten|ja! Sardinen in Öl ohne Haut und Gräten 125g - Ja! - Sardinen - OELSARDINEN
5952|Mozzarella light|Goldsteig Mozzarella light 125g - GOLDSTEIG - Mozzarella Light - MOZZAREL/SONST.PASTA FILATA SB
4126|Heringssalat (Brotaufstrich)|Popp Aufstrich Heringssalat 3x40g - Popp - Heringssalat - FEINKOST BROTAUFSTRICH
4131|Frischkäse Pikante Kräuter|Miree Frischkäse Pikante Kräuter 150g - miree - Miree Pikante Kräuter - FRISCHKAESE - SB -
4285|Haferjoghurt natur ungesüßt vegan|Oatly Oatgurt Hafer-Joghurtalternative Natur ungesüßt vegan 350g - Oatly - Oatgurt - Milchaltern.Frische
4305|Brotaufstrich Käse-Obst|Popp Aufstrich Käse-Obst Salat 150g - Popp - Käse-Obst Brotaufstrich - FEINKOST BROTAUFSTRICH
4307|Erdbeerkonfitüre kalorienreduziert|Natreen Fruchtaufstrich Erdbeere 225g - natreen - Erdbeer Konfitüre - LEICHTKONFIT./-MARMELAD./-GELE
4327|Buttermilchdrink Kirsche-Banane|Milram Butter-Milch-Drink Kirsche-Banane 750g - Milram - Butter milch drink - BUTTERMILCH/DICKMILCH
4331|Buttermilchdrink Erdbeere|Milram Buttermilch Drink Erdbeere 750g - Milram - Buttermilchdrink - BUTTERMILCH/DICKMILCH
5957|Fruchtjoghurt Erdbeer-Schokosplit|Bauer Joghurt mild Schokosplit Erdbeere 250g - Bauer - Der große Bauer - Erdbeer-Schokosplits - FRUCHTJOGHURT EINWEG
5961|Schokodrops Milch (Kinder)|Milka Milkinis Schokodrops 42g - MILKA - Schoko Drops - SPEZIALI./KANDIERTE SCHOKO/PUF
5964|Burger Buns Sesam|Butcher's Burger Sesam Burger Buns 4 Stück - Butcher's - Burger Buns 4 Stück - BRÖTCHEN WEIZEN SB
5970|Bio-Kefir fettarm|Berchtesgadener Land Bio Kefir fettarm 400g - Berchtesgadener Land - Fettarmer Bio-Kefir mild - KEFIR/MOLKE
5974|Frischkäse Balance natur|Philadelphia Natur Balance 175g - PHILADELPHIA - Philadelphia Balance - FRISCHKAESE - SB -
4337|Buttermilchdrink Zitrone|Milram Butter-Milch-Drink Zitrone 750g - Milram - Buttermilchdrink Zitrone - BUTTERMILCH/DICKMILCH
4345|Rosinenbrötchen|Ölz Rosinenbrötchen 250g - Ölz der Meisterbäcker - Rosinenbrötchen - HALTBARE KUCHEN/TEILCHEN SB
4402|Seeluftschinken|Original Norderneyer Seeluftschinken 70g - Der Norderneyer - Seeluftschinken - ROHER SCHINKEN -SB- KUEHLBED.
6340|Fruchtjoghurt Erdbeere|Kneißl Fruchtjoghurt Erdbeere 150g - Hofmolkerei Kneißl - Fruchtbecher Erdbeere - FRUCHTJOGHURT EINWEG
6374|Kidneybohnen rot (Dose)|ja! Kidney-Bohnen rot 255g - Ja! - Kidney Bohnen rot - GEMUESE DOSE
4350|Saatenbrot|Pema Saatenbrot 375g - PEMA - Saaten Brot - KÖRNERBROT GESCHNITEN SB
5994|Frischkäse Sahnig natur|Exquisa Der Sahnige Frischkäse Natur 200g - Exquisa - K-Exquisa der Sahnige-1,89€/19.8 - FRISCHKAESE - SB -
4375|Fleischsalat mit Meerrettich|Popp Brotaufstrich Fleischsalat mit Meerrettich 150g - Popp - Meerrettich-Fleischsalat - FEINKOST BROTAUFSTRICH
4403|Sandwichkekse Double|Oreo Cookies Double Rolle 157g - OREO - Oreo - SANDWICHGEBÄCK
4579|Speisestärke fein glutenfrei|Mondamin Feine Speisestärke glutenfrei 400g - MONDAMIN - Feine Speisestärke - STAERKEMITTEL, GRIES
4598|Maissnack Ofen-Mini Paprika|Pom-Bär Ofen Minis Paprika 80g - Pom-Bär - Ofen-Minis - Paprika - Extruder
6008|Kartoffelsnack Röstzwiebeln (Instant)|KART.SNACK ROESTZWIEBE - PFANNI - Kartoffel Snack mit Röstzwiebeln & Croûtons - FERTIGGERICHTE INSTANT
6016|Brechbohnen fein (Glas)|ja! Brechbohnen 720ml - Ja! - Brechbohnen fein - GEMUESE GLAS/PACKUNG
3552|Sojajoghurt Kirsche|Soja Kirsche - ALPRO - Danone ALPRO® Joghurt Soja Kirsch 400g - Milchaltern.Frische
6034|Dessertpulver Grütze Pfirsich-Himbeer|Dr. Oetker Sommer Grütze Pfirsich-Himbeer 160g - Dr. Oetker - Pfirsich-Himbeer Grütze - GOETTERSPEISE/GRUETZE
6035|Kartoffelsnack Spinat-Mozzarella (Instant)|KART.SNACK SPINAT+MOZZ - PFANNI - Kartoffelsnack mit Blattspinat & Mozarella - FERTIGGERICHTE INSTANT
6036|Schokoladenweihnachtsmann Knusper|Milka Weihnachtsmann Knusper 50g - MILKA - Milka Knusper Crispy Crousti - WEIHN.-FIGUREN HOHL/MASSIV
6042|Kaffeegetränk Sunset Caramel|Moevenpick Caffè Sunset Caramel 200g - Mövenpick - Sunset Caramel - Caffè Freddo - None
6048|Fruchtjoghurt Erdbeer|Bauer Fruchtjoghurt Diät Erdbeer - Bauer - Der große Bauer - FRUCHTJOGHURT EINWEG
6050|Knäckebrot-Chips Kräuter-Mix|Filinchen Pixels Kräuter Mix 100g - Filinchen - Pixels Kräuter Mix - KNÄCKEBROT
4989|Schmand frisch|Milram Frischer Schmand 250g - Milram - Frischer Schmand - SAURE SAHNE / SCHMAND
5164|Mini-Penne-Rigate (Nudeln)|MINI PENNE RIGATE - BARILLA - Barilla Picolini Mini Penne - ITALIENISCHE TEIGWAREN
6072|Topfen Halbfettstufe Bio|Berchtesgadener Land Topfen Halbfettstufe 250g - Berchtesgadener Land - Topfen - SPEISEQUARK/SCHICHTKÄSE/BROTAUFS
4867|Weißkrautsalat|Popp Weißkrautsalat 220g - Popp - Frischer Krautsalat aus deutschem Kohl - FERTIGSALATE (+DESSERT) - SB -
6082|Joghurt mild fettarm Bio|Berchtesgadener Land Fettarmer Joghurt mild 500g - Berchtesgadener Land - Cremiger JOGHURT mild - NATURJOGHURT EINWEG
6449|Fruchtjoghurt Orange|Müller Froop Orange - MÜLLER - Froop Orange - FRUCHTJOGHURT EINWEG
5032|Gurkenquark|Milram Gurkenquark 185g - Milram - Gurken Quark - KRÄUTER-/GEWÜRZQUARK/KRÄUTERBROT
5286|Doppelkekse Schoko-Milchcreme|Prinzen Rolle Gefüllte Kekse Cremys Choc & Milk 172g - Prinzen - Prinzen Rolle Cremys Choc & Milk - BUTTERKEKS-/KEKS
5360|Vanilleglasur|Pickerd Vanilleglasur 100 g - PICKERD DEKOR - Vanilleglasur - KUVERTUER., BLOCKSCHOKO., GLAS
5399|Kefir fettarm Himbeere|Müller Kalinka Kefir Fettarm Himbeere 500g - MÜLLER - Kefir Fettarm Himbeere - KEFIR/MOLKE
5409|Kefir-Drink Blaubeere|Milram Friesendrink H. Blaubeer 500g - Milram - Kefir Drink Blaubeere - KEFIR/MOLKE
5422|Mehlschwitze dunkel|Mondamin Mehlschwitze Dunkel 250g - Mondamin - Mehlschwitze dunkel - STAERKEMITTEL, GRIES
5457|Tomatenmark 3-fach konzentriert|Oro di Parma Tomatenmark 3fach konzentriert 200g - ORO di Parma - Tomatenmark, 3-fach konzentriert - TOMATENMARK
5372|Kräuter-Fleischsalat|Popp Kräuter-Fleischsalat 200g - Popp - Popp Pikanter Fleischsalat - FERTIGSALATE (+DESSERT) - SB -
6131|Schokoriegel Crisp|Snickers Crisp 40g - SNICKERS - Snickers Crisp - SCHOKORIEGEL, EINZEL
6119|Dessertpulver Mousse Passionsfrucht|Dr. Oetker Mousse Passionsfrucht 100g - Dr. Oetker - Momente Mousse Passionsfrucht - Desserts (Mousse/Creme/Tiramisu)
6353|Sahnemeerrettich|ja! Sahnemeerrettich 135g - Ja! - Sahne-Meerrettich sahnig-mild - MEERRETTICH GLAS/TUBE
6127|Maissnack Original (klein)|Funny-frisch Pombär Original 30g - Pom-Bär - Pom-Bär original - EXTRUDER
5667|Mozzarella light Bio|MOZZARELLA LIGHT - REWE Bio - Mozzarella Light - MOZZAREL/SONST.PASTA FILATA SB
5715|Heringsfilets Salsa Picante|MSC HERINGF.SALSA PICA - APPEL - Zarte Filets vom Hering Salsa-Picante - HERINGS- U. MAKRELENFILETS
6546|Tortenguss rot|ja! Tortenguss rot 6x12g - Ja! - Tortenguss Rot - TORTENGUSS
6527|Fix Paprika-Rahmschnitzel|Knorr Fix Paprika-Rahm Schnitzel 3 Portionen - Knorr - Fix Paprika-Rahmschnitzel - FIXE PULVER / TROCKEN
6600|Sahnejoghurt Kirsche|ja! Milder Sahne Joghurt Kirsche 150g - Ja! - Milder Sahne Joghurt Kirsche - FRUCHTJOGHURT EINWEG
6517|Fix Hackbraten|Knorr Fix Hackbraten 63g - Knorr - Hackbraten sauce - Fixe Pulver / trocken
6512|Fix Jägerschnitzel|Knorr Fix Jägerschnitzel  47g - Knorr - GeMi - Schnitzel Jäger - FIXE PULVER / TROCKEN
6610|Vanilledessert mit Sahne|ja! Vanilladessert mit Sahne 200g - Ja! - Dessert mit Vanillegeschmack - PUDDING/MILCHREIS
5900|Feinjoghurt Karamell|Moevenpick Feinjoghurt Karamel 150g - Mövenpick - Feinjoghurt Karamell - FRUCHTJOGHURT EINWEG
5852|Hühnersuppe mit Nudeln (Instant)|Podravka Hühnersuppe mit Nudeln - Podravka - Podravka Hühnersuppe mit Nudeln - INSTANTSUPPEN
5965|Kokosdessert Reis Zimt vegan|PURE JOY REIS ZIMT - ZOTT VEGAN - Pure Joy Reis Zimt - Milchaltern.Frische
5987|Feinjoghurt Limette-Mandarine|Mövenpick Feinjoghurt Limette-Mandarine 150g - Bauer - Feinjoghurt - Limette-Mandarine - FRUCHTJOGHURT EINWEG
6023|Frischkäse Paprika-Chili|Miree Frischkäse Paprika-Chili 150g - miree - Miree Paprika-Chili - FRISCHKAESE - SB -
5951|Reine Buttermilch|Müller Reine Buttermilch 500g - MÜLLER - Reine Buttermilch - BUTTERMILCH/DICKMILCH
6030|Kressequark|Milram Kresse Gewürzquark 200g - Milram KresseQuark - Kresse Quark - KRÄUTER-/GEWÜRZQUARK/KRÄUTERBROT
6245|Frischkäse Mousse Sweet Chili|MOUSSE SWEET CHILI - PHILADELPHIA - Philadelphia Sweet Chili Mousse Dip - FRISCHKAESE - SB -
6046|Frischkäserolle Ananas-Mandel|Primello Minirolle Ananas-Mandel 100g - Unbranded - Frischkäserolle Minirolle Ananas Mandel - FRISCHKAESE - SB -
6056|Sahnepudding Schokolade|Mövenpick Sahnepudding Schoko 150g - Mövenpick - Pudding - Schweizer Schokolade - PUDDING/MILCHREIS
6058|Quark-Joghurt mit Mandel-Cranberry|Müller Power Corner Mandel-Cranberry 180g - MÜLLER - Power Corner Quark Joghurt mix - FRUCHTQUARK
6122|Grießpudding traditionell|Müller Grießpudding traditionell 200g - MÜLLER - Grießpudding Traditionell - PUDDING/MILCHREIS
6286|Joghurt mit Ecke Venezia|Müller Joghurt mit der Ecke Venezia 140g - MÜLLER - Joghurt mit der Ecke - FRUCHTJOGHURT EINWEG
6290|Veganer Milchreis Mango-Maracuja|Müller Vegan Reis Mango-Maracuja 180g - MÜLLER - Vegan Reis auf Kokosbasis Mango-Maracuja - MILCHALTERN.FRISCHE
6295|Joghurt mit Ecke New York|Müller Joghurt mit der Ecke World New York 140g - MÜLLER - Joghurt mit der Ecke - New York Style - FRUCHTJOGHURT EINWEG
6370|Kräuterquark Frühling leicht|Milram Gewürzquark Frühling leicht 200g - Milram - Milram fruhlingsquark leicht - KRÄUTER-/GEWÜRZQUARK/KRÄUTERBROT
6399|Kräuterquark Frühling 40%|Milram Quark Frühling Activ 40% 200g - Milram - Frühlingsquark Activ - KRÄUTER-/GEWÜRZQUARK/KRÄUTERBROT
6404|Sahnejoghurt Aprikose|Mövenpick Feinjoghurt Aprikose 150g - Mövenpick - Feinjoghurt Aprikose - FRUCHTJOGHURT EINWEG
6420|Sahnejoghurt Mango-Litschi|Mövenpick Feinjoghurt Mango-Litschi 150g - Mövenpick - Feinjoghurt Summer Edition - Mango Litschi - FRUCHTJOGHURT EINWEG
6422|Sahnejoghurt Rhabarber-Vanille|Mövenpick Feinjoghurt Rharbarber-Vanille 150g - Mövenpick - Feinjoghurt - Summer Edition Rhabarber -Vanille - FRUCHTJOGHURT EINWEG
6424|Pudding Vanille (Trinkpackung Kinder)|Paula Go Pudding Vanillegeschmack 80g - Dr. Oetker - Paula Pudding - Pudding/Milchreis
6213|Frischkäse Mousse Klassisch|Philadelphia Mousse Klassich 140g - PHILADELPHIA - Philadelphia Klassisch Mousse - FRISCHKAESE - SB -
6218|Dessertpulver Kaiserschmarrn mit Rosinen|Dr. Oetker Kaiserschmarrn nach klassischer Art 165g - Dr. Oetker - Kaiserschmarrn mit Rosinen - PUDDING- / DESSERTPULVER
6221|Fruchtgummi Dino Rex|Trolli Dino Rex 200g - Trolli - Dinorex - FRUCHTGUMMI
6624|Joghurt mit Ecke Erdbeere-Mascarpone|Müller Joghurt Mascarpone Erdbeer 135g - MÜLLER - Joghurt mit der Ecke Erdbeere + Mascarpone - FRUCHTJOGHURT EINWEG
6625|Joghurt mit Ecke Knusper Original|Müller Joghurt mit der Ecke Knusper Original 150g - MÜLLER - Joghurt mit der Ecke: Knusper Original - FRUCHTJOGHURT EINWEG
6244|Fruchtjoghurt Brombeer|Ehrmann Almighurt Brombeer Töpfli 140g - Almighurt - Almighurt - Brombeer-Töpfli - FRUCHTJOGHURT EINWEG
6230|Vollmilchschokolade Daim|Milka Schokolade Daim 100g - MILKA - Daim - SCHOKOLADE BIS 100 G
6238|Girandole (Nudeln)|Barilla Pasta Nudeln Girandole n.34 500g - Barilla - Nudeln Girandole N° 34 - ITALIENISCHE TEIGWAREN
902|Räucherlachs Bio|REWE Bio Räucherlachs Salmo salar 100g - REWE Bio - Rewe bio Räucherlachs - RAEUCHERFISCH - SB -
1729|Schollenfilet paniert (TK)|REWE Beste Wahl Pazifische Schollenfilets 2x125g, 250g - REWE Beste Wahl - Pazifische Schollenfilets - TK-PANIERTER FISCH
1688|Pflaumen rot|REWE Bio Pflaumen rot 500g - REWE Bio - Pflaumen Hiromi Red - PFLAUMEN/ZWETSCHGEN
2282|Kartoffelpuffer (TK)|REWE Bio Kartoffelpuffer 600g, 10 Stück - REWE Bio - Kartoffelpuffer - TK-KROKETTEN/K-KNOEDEL/-PUFFER
6334|Buttermilchdrink Wiesenobst|FRUBUMI WIESENOBST - MILRAM - Buttermilchdrink - BUTTERMILCH/DICKMILCH
6337|Schoko-Waffeln Kinder|Kinder Cards 2er 25,6g - KINDER CARDS - unknown product - WAFFELN
2489|Reisgrütze mit Schwein|REISGRUETZE M. SCHWEIN - Steinhauer - Reisgericht mit Schweinefleisch - FLEISCH- U. WILDKONSERVEN
2534|Rohschinken leicht|REWE Beste Wahl Leicht-Rohschinken 150g, 3 Stück - REWE Beste Wahl - Rohschinken - Leicht ( Gewürfelt ) - ROHER SCHINKEN -SB- KUEHLBED.
2595|Weltmeisterbrötchen (TK)|REWE Beste Wahl Weltmeisterbrötchen 510g, 6 Stück - REWE Beste Wahl - Weltmeister Brötchen - Brötchen AufbackwareSB
2645|Cerealien gepufft Bio|Rebelicious Bio Cerealien Puffi-licious 200g - Rebelicious - Puffilicious - BIO CEREALIEN
6385|Kaubonbons Zitrone|Fritt Kaustreifen Zitrone - Fritt - Crazy Lemon - KAUBONBONS
3056|Thunfischfilets in Öl|REWE Beste Wahl Thunfischfilets in Öl 185g - REWE Beste Wahl - Thunfisch-Filets in sonnenblumenöl - THUNFISCH
6431|Quarkcreme Erdbeere|ja! Feine Quarkcreme Erdbeer 200g - Ja! -  - FRUCHTQUARK
4164|Brotaufstrich Süßkartoffel vegan|REWE Beste Wahl Süßkartoffelaufstrich vegan 175g - REWE Beste Wahl - Süßkartoffel Aufstrich - Feinkost Tapas SB
6454|Joghurt mild fettarm Kirsche|ja! Fruchtjoghurt Kirsch 1,8% 250g - ja! - Fettarmer Joghurt Schwarzkirsche - FRUCHTJOGHURT EINWEG
6471|Pudding Double Choc Granduett mit Sahne|GranDuett Double Choc. - Ja! - Double Choc Granduett mit Sahne - Pudding/Milchreis
6472|Schokoriegel Pick Up|Leibniz Pick up! Choco 28g - PiCK UP! - Pick Up! Orginal - SCHOKORIEGEL, EINZEL
6494|Fruchtquark Kirsche|Ehrmann Früchtetraum Kirsche 115g - FrüchteTraum - Früchtetraum - Kirsche - FRUCHTQUARK
4427|Geflügelsalami Bio|REWE Bio Geflügelsalami mit Palmfett 70g - REWE Bio - Bio Geflügelsalami, Geflügelsalami - ROH-/DAUERWURS-GEFL.-SB-KUEHLBED
44464|Lebkuchen-Herzen gefüllt|REWE Beste Wahl Lebkuchen-Herzen gefüllt 150g - Rewe Beste Wahl - Lebkuchen Herzen - LEBKUCHEN
4898|Eisbergsalat mit Kräutern|REWE Beste Wahl Eisbergsalat mit Kräutern 175g - REWE Beste Wahl - Eisbergsalat mit Kräutern - SOFORTV. SALATBEUTEL CONV.
4916|Fruchtaufstrich Erdbeere|REWE Beste Wahl Fruchtaufstrich Erdbeere 300g - REWE Beste Wahl - Erdbeere Fruchtaufstrich - KONFITUEREN/MARMELADEN/GELEES
6559|Fruchtjoghurt Stracciatella Schoko|Bauer Joghurt Schokosplits Stracciatella 225g - Bauer - Der grosse Bauer - Schokosplits Stracciatella - FRUCHTJOGHURT EINWEG
6564|Fruchtjoghurt Schokobälle Vanille|Bauer Fruchtjoghurt Schokobälle Vanille 225g - Bauer - Joghurt Schokobälle Vanille - FRUCHTJOGHURT EINWEG
5104|Reiswaffeln Vollmilch Bio|REWE Bio Reiswaffeln Vollmilch 100g - REWE Bio - Reiswaffeln Vollmilch - REIS-/MAISWAFFELN
5161|Rohrzucker braun|REWE Beste Wahl Rohrzucker braun - REWE Beste Wahl - Rohrzucker braun - ZUCKER INKL. TRAUBENZUCKER STR
5273|Gulaschsuppe (Dose)|REWE Beste Wahl Gulaschsuppe 400ml - REWE Beste Wahl - Gulasch Suppe - SUPPEN UND EINTÖPFE BIS 426ML
5292|Pastasauce Tomate-Sahne|REWE Beste Wahl Pastasauce Tomate-Sahne 400g - REWE Beste Wahl - Tomaten Sahne Pasta Sauce - TOMATEN-U.NUDELFERTIGSAUCEN
5465|Buttergemüse Bio (TK)|REWE Bio Buttergemüse 300g - REWE Bio - Rewe Bio Buttergemüse - TK-GEMUESEMISCHUNGEN
5470|Lasagneplatten|REWE Beste Wahl Original Italienische Lasagne 500g - REWE Beste Wahl - Lasagne - ITALIENISCHE TEIGWAREN
5612|Kefir-Drink Pfirsich-Mango-Maracuja Bio|REWE Bio Kefir Drink Pfirsich-Mango-Maracuja 500g - REWE Bio - Kefir Drink Pfirsich-Mango-Maracuja - KEFIR/MOLKE
5671|Kräuterbaguette vegan (TK)|REWE Beste Wahl Kräuterbaguette vegan 175g - REWE Beste Wahl - Kräuterbaguette Vegan - VEGANE ARTIKEL GEKÜHLT - SB
5674|Pfefferminztaler Schokolade|REWE Beste Wahl Pfefferminztaler 250g - Beste Wahl - Pfefferminztaler - SPEZIALI./KANDIERTE SCHOKO/PUF
6594|Fruchtjoghurt Stracciatella-Erdbeere|Ehrmann Almighurt Stracciatella Erdbeere 150g - Almighurt - Almighurt - Straciatella-Erdbeere - FRUCHTJOGHURT EINWEG
6588|Buttermilchdessert Rhabarber|Ja! Buttermilchdessert Rhabarber 200g - Ja! - Buttermilch Dessert Rhabarber - DESSERTS (MOUSSE/CREME/TIRAMISU)
6592|Fruchtjoghurt Kiwi-Stachelbeere|Ehrmann Almighurt Kiwi-Stachelbeere 150g - Almighurt - Almighurt Kiwi-Stackelbeere - FRUCHTJOGHURT EINWEG
6585|Fruchtjoghurt Obstsalat|Ehrmann Almighurt Obstsalat 150g - Almighurt - Almighurt - Obstsalat - FRUCHTJOGHURT EINWEG
5836|Handkäse Mini Edelschimmel|REWE Beste Wahl Handkäse Mini Edelschimmel 115g - REWE Beste Wahl - Minis mit Edelschimmel - SAUERMILCHKAESE - SB -
5849|Bäckerbrötchen (Aufbackware)|REWE Beste Wahl Bäcker-Brötchen  360g - REWE Beste Wahl - Bäcker Brötchen zum Fertigbacken - Brötchen AufbackwareSB
